target_word,target_group,attribute_word,attribute_group,cosine_similarity
greg,X,grief,B,0.30307925
greg,X,poison,B,0.4220292
greg,X,stink,B,0.38330653
greg,X,assault,B,0.40301898
greg,X,disaster,B,0.36002874
greg,X,hatred,B,0.26995212
greg,X,pollute,B,0.26007634
greg,X,tragedy,B,0.32138175
greg,X,divorce,B,0.34717292
greg,X,jail,B,0.36861718
greg,X,poverty,B,0.2885582
greg,X,ugly,B,0.2092902
greg,X,cancer,B,0.30095363
greg,X,kill,B,0.3102039
greg,X,rotten,B,0.30426404
greg,X,vomit,B,0.32803777
greg,X,agony,B,0.25272882
greg,X,prison,B,0.36311096
jed,X,caress,A,0.2592085
jed,X,freedom,A,0.3439488
jed,X,health,A,0.30111963
jed,X,love,A,0.24166465
jed,X,peace,A,0.33490255
jed,X,cheer,A,0.38792282
jed,X,friend,A,0.27440733
jed,X,heaven,A,0.31214643
jed,X,loyal,A,0.34151298
jed,X,pleasure,A,0.2896163
jed,X,diamond,A,0.20827895
jed,X,gentle,A,0.2811858
jed,X,honest,A,0.3670926
jed,X,lucky,A,0.37607002
jed,X,rainbow,A,0.3234989
jed,X,diploma,A,0.2697003
jed,X,gift,A,0.22268425
jed,X,honor,A,0.3092303
jed,X,miracle,A,0.39784306
jed,X,sunrise,A,0.38144255
jed,X,family,A,0.16703007
jed,X,happy,A,0.32641572
jed,X,laughter,A,0.35679463
jed,X,paradise,A,0.30158788
jed,X,vacation,A,0.30097342
jed,X,abuse,B,0.2702123
jed,X,crash,B,0.37510112
jed,X,filth,B,0.2870081
jed,X,murder,B,0.30670774
jed,X,sickness,B,0.34829313
jed,X,accident,B,0.3178534
jed,X,death,B,0.27611482
jed,X,grief,B,0.2817706
jed,X,poison,B,0.31388322
jed,X,stink,B,0.35135815
jed,X,assault,B,0.3154213
jed,X,disaster,B,0.31544453
jed,X,hatred,B,0.25255862
jed,X,pollute,B,0.2737165
jed,X,tragedy,B,0.32247883
jed,X,divorce,B,0.27131155
jed,X,jail,B,0.29666534
jed,X,poverty,B,0.24751826
jed,X,ugly,B,0.2640084
jed,X,cancer,B,0.20649819
jed,X,kill,B,0.26202455
jed,X,rotten,B,0.26237538
jed,X,vomit,B,0.369258
jed,X,agony,B,0.21787423
jed,X,prison,B,0.30047292
paul,X,caress,A,0.38948488
paul,X,freedom,A,0.38245746
paul,X,health,A,0.480654
paul,X,love,A,0.47349507
paul,X,peace,A,0.42201918
paul,X,cheer,A,0.37474653
paul,X,friend,A,0.44052452
paul,X,heaven,A,0.38933277
paul,X,loyal,A,0.43982518
paul,X,pleasure,A,0.42997736
paul,X,diamond,A,0.3915693
paul,X,gentle,A,0.41398078
paul,X,honest,A,0.341833
paul,X,lucky,A,0.41428375
paul,X,rainbow,A,0.43984026
paul,X,diploma,A,0.3923764
paul,X,gift,A,0.4123258
paul,X,honor,A,0.39918846
paul,X,miracle,A,0.44488755
paul,X,sunrise,A,0.41941047
paul,X,family,A,0.32405502
paul,X,happy,A,0.36719504
paul,X,laughter,A,0.396468
paul,X,paradise,A,0.39639378
paul,X,vacation,A,0.4024698
paul,X,abuse,B,0.37715262
paul,X,crash,B,0.37665936
paul,X,filth,B,0.2805619
paul,X,murder,B,0.4262396
paul,X,sickness,B,0.45201
paul,X,accident,B,0.38355976
paul,X,death,B,0.40359867
paul,X,grief,B,0.41346812
paul,X,poison,B,0.45565853
paul,X,stink,B,0.3429529
paul,X,assault,B,0.38054407
paul,X,disaster,B,0.39880502
paul,X,hatred,B,0.41174966
paul,X,pollute,B,0.34200513
paul,X,tragedy,B,0.39771557
paul,X,divorce,B,0.39641094
paul,X,jail,B,0.35440987
paul,X,poverty,B,0.41263354
paul,X,ugly,B,0.29759896
paul,X,cancer,B,0.3781711
paul,X,kill,B,0.39229646
paul,X,rotten,B,0.3481382
paul,X,vomit,B,0.32673758
paul,X,agony,B,0.42797294
paul,X,prison,B,0.42137104
todd,X,caress,A,0.3279717
todd,X,freedom,A,0.34137404
todd,X,health,A,0.30337372
todd,X,love,A,0.30702725
todd,X,peace,A,0.3781836
todd,X,cheer,A,0.40161622
todd,X,friend,A,0.31497467
todd,X,heaven,A,0.33687922
todd,X,loyal,A,0.37305513
todd,X,pleasure,A,0.31259868
todd,X,diamond,A,0.3314227
todd,X,gentle,A,0.36081892
todd,X,honest,A,0.2936425
todd,X,lucky,A,0.33492967
todd,X,rainbow,A,0.35871845
todd,X,diploma,A,0.28906193
todd,X,gift,A,0.29856473
todd,X,honor,A,0.3032592
todd,X,miracle,A,0.33808336
todd,X,sunrise,A,0.34987098
todd,X,family,A,0.27624083
todd,X,happy,A,0.2883889
todd,X,laughter,A,0.35432976
todd,X,paradise,A,0.32801887
todd,X,vacation,A,0.26764223
todd,X,abuse,B,0.28726664
todd,X,crash,B,0.32864916
todd,X,filth,B,0.19463542
todd,X,murder,B,0.34452453
todd,X,sickness,B,0.29177973
todd,X,accident,B,0.28972206
todd,X,death,B,0.3072224
todd,X,grief,B,0.33969867
todd,X,poison,B,0.4017373
todd,X,stink,B,0.27950326
todd,X,assault,B,0.38939035
todd,X,disaster,B,0.28350204
todd,X,hatred,B,0.26354668
todd,X,pollute,B,0.27088416
todd,X,tragedy,B,0.30543005
todd,X,divorce,B,0.35406062
todd,X,jail,B,0.342837
todd,X,poverty,B,0.3070657
todd,X,ugly,B,0.29438928
todd,X,cancer,B,0.3041389
todd,X,kill,B,0.2368385
todd,X,rotten,B,0.32994336
todd,X,vomit,B,0.2757298
todd,X,agony,B,0.29678208
todd,X,prison,B,0.35652107
brandon,X,caress,A,0.36203927
brandon,X,freedom,A,0.36520773
brandon,X,health,A,0.29266113
brandon,X,love,A,0.441629
brandon,X,peace,A,0.3637368
brandon,X,cheer,A,0.3743979
brandon,X,friend,A,0.3803894
brandon,X,heaven,A,0.33496505
brandon,X,loyal,A,0.4098518
brandon,X,pleasure,A,0.32153866
brandon,X,diamond,A,0.3868719
brandon,X,gentle,A,0.32390302
brandon,X,honest,A,0.35292786
brandon,X,lucky,A,0.39433134
brandon,X,rainbow,A,0.34579676
brandon,X,diploma,A,0.31097066
brandon,X,gift,A,0.29663524
brandon,X,honor,A,0.32885325
brandon,X,miracle,A,0.34011492
brandon,X,sunrise,A,0.35825685
brandon,X,family,A,0.33313012
brandon,X,happy,A,0.39956665
brandon,X,laughter,A,0.39004612
brandon,X,paradise,A,0.34318054
brandon,X,vacation,A,0.3601194
brandon,X,abuse,B,0.37531462
brandon,X,crash,B,0.38291952
brandon,X,filth,B,0.22748238
brandon,X,murder,B,0.3493537
brandon,X,sickness,B,0.3332831
brandon,X,accident,B,0.2902686
brandon,X,death,B,0.2765941
brandon,X,grief,B,0.34924898
brandon,X,poison,B,0.36976153
brandon,X,stink,B,0.30981508
brandon,X,assault,B,0.43777347
brandon,X,disaster,B,0.32906014
brandon,X,hatred,B,0.28616735
brandon,X,pollute,B,0.21755439
brandon,X,tragedy,B,0.26957488
brandon,X,divorce,B,0.38193947
brandon,X,jail,B,0.3334261
brandon,X,poverty,B,0.24067095
brandon,X,ugly,B,0.29548994
brandon,X,cancer,B,0.28025657
brandon,X,kill,B,0.28705794
brandon,X,rotten,B,0.23913066
brandon,X,vomit,B,0.2928199
brandon,X,agony,B,0.26724637
brandon,X,prison,B,0.34741423
hank,X,caress,A,0.31582922
hank,X,freedom,A,0.29350817
hank,X,health,A,0.26608014
hank,X,love,A,0.32099876
hank,X,peace,A,0.32134187
hank,X,cheer,A,0.35470387
hank,X,friend,A,0.29492444
hank,X,heaven,A,0.33876097
hank,X,loyal,A,0.2936474
hank,X,pleasure,A,0.2790024
hank,X,diamond,A,0.30207354
hank,X,gentle,A,0.24706064
hank,X,honest,A,0.30367944
hank,X,lucky,A,0.42585278
hank,X,rainbow,A,0.3971278
hank,X,diploma,A,0.30331144
hank,X,gift,A,0.30194682
hank,X,honor,A,0.32142854
hank,X,miracle,A,0.36421132
hank,X,sunrise,A,0.41878846
hank,X,family,A,0.27085087
hank,X,happy,A,0.32752603
hank,X,laughter,A,0.3313764
hank,X,paradise,A,0.3233444
hank,X,vacation,A,0.3385318
hank,X,abuse,B,0.32410768
hank,X,crash,B,0.37694293
hank,X,filth,B,0.22093843
hank,X,murder,B,0.30589157
hank,X,sickness,B,0.30306265
hank,X,accident,B,0.32227343
hank,X,death,B,0.26632738
hank,X,grief,B,0.29147476
hank,X,poison,B,0.31372315
hank,X,stink,B,0.27652606
hank,X,assault,B,0.33983138
hank,X,disaster,B,0.34592512
hank,X,hatred,B,0.27552837
hank,X,pollute,B,0.19879329
hank,X,tragedy,B,0.31071374
hank,X,divorce,B,0.3022809
hank,X,jail,B,0.24412967
hank,X,poverty,B,0.22433388
hank,X,ugly,B,0.30304235
hank,X,cancer,B,0.2812426
hank,X,kill,B,0.25940716
hank,X,rotten,B,0.26288497
hank,X,vomit,B,0.30322087
hank,X,agony,B,0.2609867
hank,X,prison,B,0.23944056
jonathan,X,caress,A,0.42583516
jonathan,X,freedom,A,0.40345746
jonathan,X,health,A,0.324875
jonathan,X,love,A,0.4560439
jonathan,X,peace,A,0.40688205
jonathan,X,cheer,A,0.30137777
jonathan,X,friend,A,0.39409593
jonathan,X,heaven,A,0.37770337
jonathan,X,loyal,A,0.33443403
jonathan,X,pleasure,A,0.37651783
jonathan,X,diamond,A,0.39874685
jonathan,X,gentle,A,0.3769575
jonathan,X,honest,A,0.3877688
jonathan,X,lucky,A,0.397526
jonathan,X,rainbow,A,0.43301252
jonathan,X,diploma,A,0.33408564
jonathan,X,gift,A,0.40733695
jonathan,X,honor,A,0.31419885
jonathan,X,miracle,A,0.3727593
jonathan,X,sunrise,A,0.47158086
jonathan,X,family,A,0.37753206
jonathan,X,happy,A,0.4243875
jonathan,X,laughter,A,0.3717808
jonathan,X,paradise,A,0.39379585
jonathan,X,vacation,A,0.39997965
jonathan,X,abuse,B,0.37297314
jonathan,X,crash,B,0.30337846
jonathan,X,filth,B,0.3080729
jonathan,X,murder,B,0.36962372
jonathan,X,sickness,B,0.3853482
jonathan,X,accident,B,0.2890771
jonathan,X,death,B,0.3770298
jonathan,X,grief,B,0.3576073
jonathan,X,poison,B,0.42014265
jonathan,X,stink,B,0.3489728
jonathan,X,assault,B,0.38721898
jonathan,X,disaster,B,0.37337404
jonathan,X,hatred,B,0.35450512
jonathan,X,pollute,B,0.26755735
jonathan,X,tragedy,B,0.32697237
jonathan,X,divorce,B,0.35565978
jonathan,X,jail,B,0.32394084
jonathan,X,poverty,B,0.37875244
jonathan,X,ugly,B,0.3292663
jonathan,X,cancer,B,0.3021567
jonathan,X,kill,B,0.33250946
jonathan,X,rotten,B,0.3139702
jonathan,X,vomit,B,0.38804448
jonathan,X,agony,B,0.39210737
jonathan,X,prison,B,0.41603738
peter,X,caress,A,0.4191532
peter,X,freedom,A,0.4236688
peter,X,health,A,0.45313603
peter,X,love,A,0.42899507
peter,X,peace,A,0.4320564
peter,X,cheer,A,0.37508482
peter,X,friend,A,0.48282725
peter,X,heaven,A,0.3786946
peter,X,loyal,A,0.43956953
peter,X,pleasure,A,0.37639177
peter,X,diamond,A,0.41917062
peter,X,gentle,A,0.46484172
peter,X,honest,A,0.36250418
peter,X,lucky,A,0.44272926
peter,X,rainbow,A,0.45754147
peter,X,diploma,A,0.37868005
peter,X,gift,A,0.38859588
peter,X,honor,A,0.4051146
peter,X,miracle,A,0.4428534
peter,X,sunrise,A,0.45760688
peter,X,family,A,0.3529004
peter,X,happy,A,0.37432748
peter,X,laughter,A,0.39268667
peter,X,paradise,A,0.3975842
peter,X,vacation,A,0.40213832
peter,X,abuse,B,0.336575
peter,X,crash,B,0.41248193
peter,X,filth,B,0.29867822
peter,X,murder,B,0.41602042
peter,X,sickness,B,0.4445911
peter,X,accident,B,0.371322
peter,X,death,B,0.45424595
peter,X,grief,B,0.39199758
peter,X,poison,B,0.45905936
peter,X,stink,B,0.3389421
peter,X,assault,B,0.41864502
peter,X,disaster,B,0.36921725
peter,X,hatred,B,0.3936721
peter,X,pollute,B,0.32920346
peter,X,tragedy,B,0.3881623
peter,X,divorce,B,0.37406546
peter,X,jail,B,0.4358827
peter,X,poverty,B,0.4317509
peter,X,ugly,B,0.3110229
peter,X,cancer,B,0.37193117
peter,X,kill,B,0.430772
peter,X,rotten,B,0.331875
peter,X,vomit,B,0.37571776
peter,X,agony,B,0.402341
peter,X,prison,B,0.4729187
wilbur,X,caress,A,0.32371387
wilbur,X,freedom,A,0.3922121
wilbur,X,health,A,0.37240338
wilbur,X,love,A,0.3645736
wilbur,X,peace,A,0.32182014
wilbur,X,cheer,A,0.38707608
wilbur,X,friend,A,0.35834688
wilbur,X,heaven,A,0.29463124
wilbur,X,loyal,A,0.39808673
wilbur,X,pleasure,A,0.28389978
wilbur,X,diamond,A,0.4109679
wilbur,X,gentle,A,0.37650943
wilbur,X,honest,A,0.26597863
wilbur,X,lucky,A,0.37193483
wilbur,X,rainbow,A,0.4152167
wilbur,X,diploma,A,0.39750403
wilbur,X,gift,A,0.3790625
wilbur,X,honor,A,0.40127724
wilbur,X,miracle,A,0.42349553
wilbur,X,sunrise,A,0.37428382
wilbur,X,family,A,0.34936637
wilbur,X,happy,A,0.36898172
wilbur,X,laughter,A,0.32015648
wilbur,X,paradise,A,0.40248847
wilbur,X,vacation,A,0.36789963
wilbur,X,abuse,B,0.2777003
wilbur,X,crash,B,0.42443073
wilbur,X,filth,B,0.19216558
wilbur,X,murder,B,0.312364
wilbur,X,sickness,B,0.37000337
wilbur,X,accident,B,0.3736792
wilbur,X,death,B,0.2722106
wilbur,X,grief,B,0.37259293
wilbur,X,poison,B,0.351619
wilbur,X,stink,B,0.41666898
wilbur,X,assault,B,0.3366046
wilbur,X,disaster,B,0.31062704
wilbur,X,hatred,B,0.24809189
wilbur,X,pollute,B,0.24187765
wilbur,X,tragedy,B,0.313413
wilbur,X,divorce,B,0.35524237
wilbur,X,jail,B,0.34740335
wilbur,X,poverty,B,0.2734572
wilbur,X,ugly,B,0.24381936
wilbur,X,cancer,B,0.32645133
wilbur,X,kill,B,0.30939567
wilbur,X,rotten,B,0.19302145
wilbur,X,vomit,B,0.31319672
wilbur,X,agony,B,0.28466478
wilbur,X,prison,B,0.3193428
amanda,X,caress,A,0.38934204
amanda,X,freedom,A,0.3956092
amanda,X,health,A,0.37275165
amanda,X,love,A,0.39551172
amanda,X,peace,A,0.42811984
amanda,X,cheer,A,0.41655716
amanda,X,friend,A,0.353726
amanda,X,heaven,A,0.40833098
amanda,X,loyal,A,0.37987548
amanda,X,pleasure,A,0.38933468
amanda,X,diamond,A,0.37339133
amanda,X,gentle,A,0.40436172
amanda,X,honest,A,0.3953493
amanda,X,lucky,A,0.3552146
amanda,X,rainbow,A,0.4085166
amanda,X,diploma,A,0.3745161
amanda,X,gift,A,0.38839012
amanda,X,honor,A,0.40829885
amanda,X,miracle,A,0.43048906
amanda,X,sunrise,A,0.40068993
amanda,X,family,A,0.31101745
amanda,X,happy,A,0.38383582
amanda,X,laughter,A,0.44482848
amanda,X,paradise,A,0.36811358
amanda,X,vacation,A,0.3907964
amanda,X,abuse,B,0.3431772
amanda,X,crash,B,0.38197026
amanda,X,filth,B,0.32586393
amanda,X,murder,B,0.40022972
amanda,X,sickness,B,0.34924477
amanda,X,accident,B,0.37982726
amanda,X,death,B,0.42424768
amanda,X,grief,B,0.4129917
amanda,X,poison,B,0.40251556
amanda,X,stink,B,0.36813337
amanda,X,assault,B,0.38018078
amanda,X,disaster,B,0.3651626
amanda,X,hatred,B,0.40220815
amanda,X,pollute,B,0.31135052
amanda,X,tragedy,B,0.41730857
amanda,X,divorce,B,0.39357156
amanda,X,jail,B,0.31136817
amanda,X,poverty,B,0.31935132
amanda,X,ugly,B,0.35442674
amanda,X,cancer,B,0.3677594
amanda,X,kill,B,0.37069577
amanda,X,rotten,B,0.3194852
amanda,X,vomit,B,0.4042579
amanda,X,agony,B,0.3573963
amanda,X,prison,B,0.3897816
courtney,X,caress,A,0.35856265
courtney,X,freedom,A,0.41067562
courtney,X,health,A,0.32804537
courtney,X,love,A,0.38527784
courtney,X,peace,A,0.39208984
courtney,X,cheer,A,0.4538237
courtney,X,friend,A,0.3513372
courtney,X,heaven,A,0.40468776
courtney,X,loyal,A,0.3629341
courtney,X,pleasure,A,0.35310757
courtney,X,diamond,A,0.388776
courtney,X,gentle,A,0.37256297
courtney,X,honest,A,0.41136175
courtney,X,lucky,A,0.4478253
courtney,X,rainbow,A,0.43365744
courtney,X,diploma,A,0.40821302
courtney,X,gift,A,0.41597962
courtney,X,honor,A,0.39784706
courtney,X,miracle,A,0.44973075
courtney,X,sunrise,A,0.4453258
courtney,X,family,A,0.31182018
courtney,X,happy,A,0.34765548
courtney,X,laughter,A,0.38419235
courtney,X,paradise,A,0.41018385
courtney,X,vacation,A,0.39335304
courtney,X,abuse,B,0.39013144
courtney,X,crash,B,0.47276816
courtney,X,filth,B,0.3164981
courtney,X,murder,B,0.37338248
courtney,X,sickness,B,0.40466982
courtney,X,accident,B,0.40793237
courtney,X,death,B,0.35287535
courtney,X,grief,B,0.44215813
courtney,X,poison,B,0.4628464
courtney,X,stink,B,0.3668941
courtney,X,assault,B,0.44288737
courtney,X,disaster,B,0.39859074
courtney,X,hatred,B,0.33394575
courtney,X,pollute,B,0.33198553
courtney,X,tragedy,B,0.38454872
courtney,X,divorce,B,0.3858624
courtney,X,jail,B,0.37722176
courtney,X,poverty,B,0.33597475
courtney,X,ugly,B,0.36562717
courtney,X,cancer,B,0.32765305
courtney,X,kill,B,0.3022644
courtney,X,rotten,B,0.31653565
courtney,X,vomit,B,0.44905746
courtney,X,agony,B,0.38309103
courtney,X,prison,B,0.42198986
heather,X,caress,A,0.32859057
heather,X,freedom,A,0.35697684
heather,X,health,A,0.283714
heather,X,love,A,0.33607793
heather,X,peace,A,0.32508314
heather,X,cheer,A,0.3726992
heather,X,friend,A,0.28672308
heather,X,heaven,A,0.39034766
heather,X,loyal,A,0.32084876
heather,X,pleasure,A,0.3212091
heather,X,diamond,A,0.3809307
heather,X,gentle,A,0.3209901
heather,X,honest,A,0.37232223
heather,X,lucky,A,0.36386684
heather,X,rainbow,A,0.39326277
heather,X,diploma,A,0.3127177
heather,X,gift,A,0.32438588
heather,X,honor,A,0.332166
heather,X,miracle,A,0.3775673
heather,X,sunrise,A,0.35419774
heather,X,family,A,0.2608955
heather,X,happy,A,0.3241291
heather,X,laughter,A,0.30898422
heather,X,paradise,A,0.35033968
heather,X,vacation,A,0.3440326
heather,X,abuse,B,0.32881275
heather,X,crash,B,0.34869552
heather,X,filth,B,0.29713547
heather,X,murder,B,0.31549186
heather,X,sickness,B,0.3015992
heather,X,accident,B,0.30725917
heather,X,death,B,0.31728482
heather,X,grief,B,0.3562845
heather,X,poison,B,0.32983074
heather,X,stink,B,0.2739753
heather,X,assault,B,0.3410639
heather,X,disaster,B,0.34234917
heather,X,hatred,B,0.27738583
heather,X,pollute,B,0.3001718
heather,X,tragedy,B,0.321035
heather,X,divorce,B,0.3346496
heather,X,jail,B,0.36394423
heather,X,poverty,B,0.32041234
heather,X,ugly,B,0.2827477
heather,X,cancer,B,0.34724188
heather,X,kill,B,0.23082183
heather,X,rotten,B,0.30919
heather,X,vomit,B,0.3532561
heather,X,agony,B,0.29105577
heather,X,prison,B,0.36319116
melanie,X,caress,A,0.3649404
melanie,X,freedom,A,0.37107992
melanie,X,health,A,0.30249995
melanie,X,love,A,0.3656665
melanie,X,peace,A,0.42781252
melanie,X,cheer,A,0.39664227
melanie,X,friend,A,0.27965719
melanie,X,heaven,A,0.41517553
melanie,X,loyal,A,0.282898
melanie,X,pleasure,A,0.3786798
melanie,X,diamond,A,0.44900396
melanie,X,gentle,A,0.37208065
melanie,X,honest,A,0.4117033
melanie,X,lucky,A,0.41223872
melanie,X,rainbow,A,0.4018083
melanie,X,diploma,A,0.37727806
melanie,X,gift,A,0.414299
melanie,X,honor,A,0.33366847
melanie,X,miracle,A,0.39640254
melanie,X,sunrise,A,0.45828646
melanie,X,family,A,0.2417691
melanie,X,happy,A,0.4117658
melanie,X,laughter,A,0.3616687
melanie,X,paradise,A,0.47305477
melanie,X,vacation,A,0.44971722
melanie,X,abuse,B,0.3540886
melanie,X,crash,B,0.4513275
melanie,X,filth,B,0.35236597
melanie,X,murder,B,0.3428529
melanie,X,sickness,B,0.42732796
melanie,X,accident,B,0.3771023
melanie,X,death,B,0.35948125
melanie,X,grief,B,0.4199161
melanie,X,poison,B,0.42793
melanie,X,stink,B,0.27567518
melanie,X,assault,B,0.37539276
melanie,X,disaster,B,0.43810228
melanie,X,hatred,B,0.31427047
melanie,X,pollute,B,0.27563915
melanie,X,tragedy,B,0.33323315
melanie,X,divorce,B,0.35686392
melanie,X,jail,B,0.31283188
melanie,X,poverty,B,0.37522748
melanie,X,ugly,B,0.33166587
melanie,X,cancer,B,0.29823056
melanie,X,kill,B,0.24947469
melanie,X,rotten,B,0.35958892
melanie,X,vomit,B,0.39340746
melanie,X,agony,B,0.35636508
melanie,X,prison,B,0.37954274
sara,X,caress,A,0.37088805
sara,X,freedom,A,0.3719796
sara,X,health,A,0.3480422
sara,X,love,A,0.37546468
sara,X,peace,A,0.4006886
sara,X,cheer,A,0.3707248
sara,X,friend,A,0.4153583
sara,X,heaven,A,0.36454558
sara,X,loyal,A,0.3857906
sara,X,pleasure,A,0.3693722
sara,X,diamond,A,0.40999883
sara,X,gentle,A,0.39759097
sara,X,honest,A,0.41149274
sara,X,lucky,A,0.43819436
sara,X,rainbow,A,0.42038703
sara,X,diploma,A,0.34139985
sara,X,gift,A,0.45958796
sara,X,honor,A,0.39123425
sara,X,miracle,A,0.42596215
sara,X,sunrise,A,0.42255953
sara,X,family,A,0.35993367
sara,X,happy,A,0.35846353
sara,X,laughter,A,0.37372983
sara,X,paradise,A,0.37132093
sara,X,vacation,A,0.41289607
sara,X,abuse,B,0.38778502
sara,X,crash,B,0.39669675
sara,X,filth,B,0.20732884
sara,X,murder,B,0.36056298
sara,X,sickness,B,0.38774735
sara,X,accident,B,0.3404901
sara,X,death,B,0.35951048
sara,X,grief,B,0.4438104
sara,X,poison,B,0.43027747
sara,X,stink,B,0.26850554
sara,X,assault,B,0.40176886
sara,X,disaster,B,0.31997186
sara,X,hatred,B,0.32818347
sara,X,pollute,B,0.31388032
sara,X,tragedy,B,0.36430025
sara,X,divorce,B,0.34832746
sara,X,jail,B,0.38601533
sara,X,poverty,B,0.31827426
sara,X,ugly,B,0.28228167
sara,X,cancer,B,0.3227763
sara,X,kill,B,0.36879656
sara,X,rotten,B,0.25822628
sara,X,vomit,B,0.30886537
sara,X,agony,B,0.40145552
sara,X,prison,B,0.4141406
amber,X,caress,A,0.38214236
amber,X,freedom,A,0.38183737
amber,X,health,A,0.3522305
amber,X,love,A,0.35385638
amber,X,peace,A,0.45095173
amber,X,cheer,A,0.43059525
amber,X,friend,A,0.40351576
amber,X,heaven,A,0.35340393
amber,X,loyal,A,0.44857773
amber,X,pleasure,A,0.3436067
amber,X,diamond,A,0.5189183
amber,X,gentle,A,0.401886
amber,X,honest,A,0.36967045
amber,X,lucky,A,0.45772502
amber,X,rainbow,A,0.52528024
amber,X,diploma,A,0.36211705
amber,X,gift,A,0.46086758
amber,X,honor,A,0.42476696
amber,X,miracle,A,0.47827703
amber,X,sunrise,A,0.47589818
amber,X,family,A,0.41078117
amber,X,happy,A,0.40794408
amber,X,laughter,A,0.4599152
amber,X,paradise,A,0.38839823
amber,X,vacation,A,0.36787403
amber,X,abuse,B,0.32271945
amber,X,crash,B,0.4360036
amber,X,filth,B,0.17750108
amber,X,murder,B,0.3850894
amber,X,sickness,B,0.41634947
amber,X,accident,B,0.39151615
amber,X,death,B,0.36223006
amber,X,grief,B,0.43168288
amber,X,poison,B,0.4847494
amber,X,stink,B,0.3392903
amber,X,assault,B,0.44887134
amber,X,disaster,B,0.36331213
amber,X,hatred,B,0.28820312
amber,X,pollute,B,0.2726648
amber,X,tragedy,B,0.39012498
amber,X,divorce,B,0.42218488
amber,X,jail,B,0.42387158
amber,X,poverty,B,0.3398762
amber,X,ugly,B,0.3120277
amber,X,cancer,B,0.32317698
amber,X,kill,B,0.33020645
amber,X,rotten,B,0.28994685
amber,X,vomit,B,0.33250147
amber,X,agony,B,0.3575496
amber,X,prison,B,0.4519021
crystal,X,caress,A,0.34893057
crystal,X,freedom,A,0.42384166
crystal,X,health,A,0.3440556
crystal,X,love,A,0.3634606
crystal,X,peace,A,0.47608048
crystal,X,cheer,A,0.43081594
crystal,X,friend,A,0.40329346
crystal,X,heaven,A,0.44297957
crystal,X,loyal,A,0.38794297
crystal,X,pleasure,A,0.39027888
crystal,X,diamond,A,0.6301334
crystal,X,gentle,A,0.3765778
crystal,X,honest,A,0.3690164
crystal,X,lucky,A,0.4662392
crystal,X,rainbow,A,0.5942726
crystal,X,diploma,A,0.42184293
crystal,X,gift,A,0.49598205
crystal,X,honor,A,0.37771022
crystal,X,miracle,A,0.5368053
crystal,X,sunrise,A,0.43909475
crystal,X,family,A,0.38727325
crystal,X,happy,A,0.42297643
crystal,X,laughter,A,0.43444556
crystal,X,paradise,A,0.44436628
crystal,X,vacation,A,0.41329342
crystal,X,abuse,B,0.3620938
crystal,X,crash,B,0.4687671
crystal,X,filth,B,0.24368724
crystal,X,murder,B,0.38904536
crystal,X,sickness,B,0.43021032
crystal,X,accident,B,0.389498
crystal,X,death,B,0.36806363
crystal,X,grief,B,0.37129316
crystal,X,poison,B,0.52737695
crystal,X,stink,B,0.33203283
crystal,X,assault,B,0.405211
crystal,X,disaster,B,0.39981988
crystal,X,hatred,B,0.30939916
crystal,X,pollute,B,0.25169998
crystal,X,tragedy,B,0.37968653
crystal,X,divorce,B,0.41727203
crystal,X,jail,B,0.4252798
crystal,X,poverty,B,0.32681617
crystal,X,ugly,B,0.3500787
crystal,X,cancer,B,0.32955617
crystal,X,kill,B,0.3309476
crystal,X,rotten,B,0.30156067
crystal,X,vomit,B,0.37810367
crystal,X,agony,B,0.31411368
crystal,X,prison,B,0.49440122
katie,X,caress,A,0.3190136
katie,X,freedom,A,0.3600132
katie,X,health,A,0.3754248
katie,X,love,A,0.44544175
katie,X,peace,A,0.39615262
katie,X,cheer,A,0.44308457
katie,X,friend,A,0.4174959
katie,X,heaven,A,0.33014607
katie,X,loyal,A,0.35322374
katie,X,pleasure,A,0.31974185
katie,X,diamond,A,0.42984623
katie,X,gentle,A,0.33781493
katie,X,honest,A,0.34590015
katie,X,lucky,A,0.396514
katie,X,rainbow,A,0.41216496
katie,X,diploma,A,0.34624255
katie,X,gift,A,0.33788854
katie,X,honor,A,0.37872335
katie,X,miracle,A,0.34097213
katie,X,sunrise,A,0.39684272
katie,X,family,A,0.3003003
katie,X,happy,A,0.42425203
katie,X,laughter,A,0.39654154
katie,X,paradise,A,0.39118963
katie,X,vacation,A,0.39749172
katie,X,abuse,B,0.41455457
katie,X,crash,B,0.4288997
katie,X,filth,B,0.30409145
katie,X,murder,B,0.3616597
katie,X,sickness,B,0.38687545
katie,X,accident,B,0.34610692
katie,X,death,B,0.3304669
katie,X,grief,B,0.3920263
katie,X,poison,B,0.38987267
katie,X,stink,B,0.36995345
katie,X,assault,B,0.39299935
katie,X,disaster,B,0.37067613
katie,X,hatred,B,0.36854303
katie,X,pollute,B,0.28698713
katie,X,tragedy,B,0.34963256
katie,X,divorce,B,0.3630774
katie,X,jail,B,0.39060062
katie,X,poverty,B,0.32919735
katie,X,ugly,B,0.31030715
katie,X,cancer,B,0.36244863
katie,X,kill,B,0.35204858
katie,X,rotten,B,0.25465915
katie,X,vomit,B,0.3433572
katie,X,agony,B,0.32600737
katie,X,prison,B,0.38861585
meredith,X,caress,A,0.4467507
